epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.51142,1.84557,0.06667,0.86667,1.87767,3e-05,3e-05,3e-05
